sample_id,reference,hypothesis,wer,cer
7,"Ngyɛnu ɛhye buke ɛnelɛkpɔkɛ, ɛnelɛkpɔkɛ ngyehyɛleɛ nee ɛnelɛ ɛzukoalɛdeɛ ne anye.",ngyɛ nu ɛshe buke ɛne lɛ kpɔkɛ ɛne lɛ kpɔkɛ ngyeshɛle ɛnee ɛne lɛ ezukualɛdi ɛnee anye,1.3636,0.1159
16,Ɛnelɛkpɔkɛ a le edwɛkɛkpɔkɛ foa ne mɔɔ yɛbɔ a ɔyɛ boɛ la.,ɛnelɛ kpɔkɛ aleɛ edwɛkɛ kpɔkɛ foane mɔɔ yɛbɔ a ɔyɛ boɛ la,0.5,0.0222
17,Kɔnsɔnante ɛnelɛkpɔkɛ a le kɔnsɔnante mɔɔ ɔda ye subane ali kɛ ɛnelɛkpɔkɛ la.,kɔnsɔnante ɛnle lɛkpɔkɛ ale kɔnsɔnante mɔɔ ɔdaye subane alikɛ ɛnle lɛkpɔkɛ la,0.6154,0.0312
20,Ɛnelɛkpɔkɛ a le ɛdendɛlɛ foa ne bie mɔɔ lɛ vawolo la.,ne lɛ kpɔkɛ ale ɛdendɛlɛ foa ne bie mɔɔ lɛ va wolo la,0.5455,0.0238
27,"Yemɔti, duma Kofi lɛ ɛnelɛkpɔkɛ nwiɔ.",yemɔti duma kofilɛ ɛne lɛ kpɔkɛ nwiɔ,0.5,0.0
30,Ɛhye kile kɛ ɔlɛ ɛnelɛkpɔkɛ ko.,ɛshekelekɛ ɔlɛ ɛnelɛkpɔkɛ ko,0.5,0.12
40,"Edwɛkɛkpɔkɛ kola nyia ɛnelɛkpɔkɛ ko, nwiɔ anzɛɛ dɔɔnwo.",2 ɛdwɛ kɛ kpɔkɛ kola nyia ɛne le kpɔkɛ ko nwiɔ anzɛɛ dɔɔnwɔ,1.0,0.087
46,Ɔboa ɔmaa sukoavoma nyia edwɛkɛmgbɔkɛ fofolɛ mɔɔ le fɔɔnwo la.,ɔboa ɔmaa sukuavoma nyia egywɛ kɛngbɔkɛ fofolɛ mɔɔ lee fɔɔnwola,0.6,0.0962
47,Ɔboa ɔmaa sukoavoma ne nwu aneɛ ne anu edwɛkɛmgbɔkɛ ne mɔ.,ɔboa ɔmaa sukoa voma ne nwo anie ne anu egywɛkɛ ngbɔ kɛne mɔ,0.6364,0.1277
55,Gana aneɛ ko biala lɛ ɛnelɛmgbɔkɛ ngakyile.,gane anieko biala lɛ ɛne lɛ mgbɔkɛ ngakyele,1.0,0.1111
58,Ɛnelɛkpɔkɛ mɔɔ ɔbuke la a le mɔɔ vawolo dwula ye la.,ɛnee ɛlɛkpɔ kɛ mɔɔ bukee la ale mɔɔ va wolo dula ye la,0.8182,0.122
63,Ɛhye a le ɛnelɛkpɔkɛ mɔɔ kɔnsɔnante a dwula ye la.,ɛhye ale ɛnelɛ kpɔkɛ mɛmɛ gyapɔne sɔnante agyula yela,0.9,0.25
68,"Gurune, Likpankpaani, Dagare, nee mɔɔ ɛha la.",gurinli le kpankpane dagare nee mɔɔ ɛhala,0.7143,0.1714
74,Fa ɛ ti anwo edwɛkɛmgbɔkɛ kilehile edwɛkɛkpɔkɛ ɛnelɛkpɔkɛ anu.,ɛyɛ ati a nwo edwɔkɛ ngbɔkɛ hilehile edwɔkɛ kpɔkɛ ɛnle ɛkpɔkɛ anu,1.2222,0.1698
76,Kilehile ɛnelɛkpɔkɛ ngakyile mɔɔ Nzema lɛ la anu.,kiri hele ɛne lɛ kpɔkɛ ngatile mɔɔ nzema lɛla anɔ,1.125,0.1463
79,Fa wɔ nyelebɛnloa ne to gua kile ɛ gɔnwo mɔ.,fa wɔ nyelebɛnloa ne to gua kele ɛgɔnwo mɔ,0.3,0.0294
80,Ɛnelɛkpɔkɛ ngyehyɛleɛ ne noko kola kakyi wɔ aneɛ ko biala anu.,ena le kpɔka english aleɛne noko kola ka ti wɔ anyia ko biala anu,0.7273,0.2941
82,Vawolo ne a le ɛnelɛkpɔkɛ ne ngyɛnu ne mɔɔ anwo hyia kpalɛ a.,bawolo ne ale ɛne le kpɔkɛ nengyenu ne mɔɔ anwosia kpalɛ a,0.6154,0.1042
